,Date,Signs,Horoscope;
"17,05-06-2021,LIBRA,"" It is your own sweet nature which enables you to keep your emotions and temper under control. You must continue to exercise charm, tact and diplomacy even if you fear that you have suffered in a business matter. It's time to forgive and forget. """;
"18,05-06-2021,SCORPIO,"" Accept the fact that partners have their own beliefs, ideas and feelings. You may have cause to take up the gauntlet and rise to the challenge, yet it may be best to let matters rest and go your own way. Partners are likely to be over-fussy, but that's all down to the current awkward lunar alignments. """;
"19,05-06-2021,SAGITTARIUS,"" Realise that a joint financial arrangement or business association may have to end if you are to achieve a number of goals or ambitions. On the other hand, you must forge a new relationship without delay. Only then will you know that you have the support to proceed. """;
"20,05-06-2021,CAPRICORN,"" The next few days lift your heart and raise your hopes. When dealing with affairs of the heart you must take into account the fact that partners are now developing much stronger ideas as to who does what and when. It may be tactful to give way, at least in the short-term. """;
"21,05-06-2021,AQUARIUS,"" You may still need to spend some time away from home or outside your usual environment if you are to be certain of your next move. On the other hand, domestic responsibilities are likely to deny you the chance to get away. But, first, figure out exactly how much your plans will cost. """;
"22,04-06-2021,ARIES,"" You know full well that it is within your power to determine the outcome of financial negotiations and discussions. There's something that's still not entirely clear, though. Perhaps the role of a female associate has yet to be established - you don't quite know where you stand. """;
23,04-06-2021,TAURUS, Current astrological trends offer you a marvellous opportunity to face up to awkward or highly emotional situations. Acknowledge partners' complaints and criticism in the knowledge that you have got what it takes to put them right. You must believe in yourself. ;
"24,04-06-2021,GEMINI,"" You are now entering a phase in which you may reasonably allow situations to take their own course. However, as far as specifically financial affairs are concerned, you must be careful not to let events run out of your control, especially at this delicate stage. """;
"25,04-06-2021,CANCER,"" You're still on top of events, but your best bet at the moment is to occupy your time in such a manner that you cannot be forced to accept unsatisfactory conditions. Keep a close watch on financial affairs later in the day, and make sure that nobody pulls the wool over your eyes. """;
"26,04-06-2021,LEO,"" This is likely to be a crucial period as far as both career and domestic hopes are concerned. Family pressures which have surfaced recently may go back a long way. Now you have the opportunity to tackle these entrenched, long-term issues and deal with partners who have dug their heels in. """;
"27,04-06-2021,VIRGO,"" The current Pluto alignment indicates that an emotional or family tie is quite clearly giving you some cause for concern just now. However, a solution lies well within your grasp and it is therefore in your interests to be placatory";" it's easy when you know how! """
"28,04-06-2021,LIBRA,"" In a matter of days a number of pieces of the jigsaw will fit into place. Yet first you may have to endure a certain amount of aggravation from partners who still do not believe you are up to the job. It is true, though, that you may have to smarten up your act. """;
"29,04-06-2021,SCORPIO,"" Mercury's relationship with your sign suggests that you have probably become accustomed to harsh words and heavy demands, especially when discussing personal questions. All the relevant issues must now be brought to the surface. And sooner rather than later. """;
"30,04-06-2021,SAGITTARIUS,"" There really seems to be little point in arguing or apportioning blame over a career matter. You must see that there is much good sense in what other people have to say, and you will reject good advice at your peril. It's time to listen, and to bide your time. """;
"31,04-06-2021,CAPRICORN,"" Partners and close associates have really been remarkably willing to compromise when you think about it. You have only a short time left to reach a firm agreement before you again run into stiff opposition. Oh, and keep an eye on legal irritations. """;
"32,04-06-2021,AQUARIUS,"" Recent statements have undoubtedly been an eye-opener, and you now have the perfect opportunity to pull a number of different emotional strands together. Close friends will appreciate your new, fresh approach. It makes a change from partners complaining that you are upsetting their plans! """;
"33,03-06-2021,ARIES,"" Don't anticipate the outcome of any meetings, no matter whether you're sitting down with partners or colleagues. Although you may no longer be in charge, discussions which are outside your control will be to your advantage, so allow events to take their course. """;
"34,03-06-2021,TAURUS,"" Astrology has a great deal to do with timing, with both the right time and the wrong time to initiate various ventures. Now is an excellent moment for you to get a number of enterprises under way as long as you are absolutely clear about your motives and goals. """;
"35,03-06-2021,GEMINI,"" For a few weeks, a show of independence has been bolstered by the vigorous presence of the planet Mars. Now you will be challenged to stand on your own two feet, even to offer a helping hand to someone who has supported you in the past and who really does now need your help. """;
36,03-06-2021,CANCER, You are willing to believe that others are ready and able to offer you the emotional support that you need. You may now think about spreading your wings and branching out into a different sphere of activity. The planets suggest new business activities. Are you interested? Are you ready? ;
"37,03-06-2021,LEO,"" The current delicate relationship between Venus and Pluto indicates that you would be wise to avoid any conflicts or confrontations with family members, especially brothers and sisters. Others may be beginning to sense that all is not to your liking on the home front, but I doubt if they're ready to compromise. """;
"38,03-06-2021,VIRGO,"" You may still feel rather out on a limb, perhaps because someone has passed you by or belittled your talents. Yet support from the helpful planet Mercury indicates that there is little that can disturb your equilibrium - as long as you're prepared for the unexpected! """;
"39,03-06-2021,LIBRA,"" A financial or business crisis is but the tip of the iceberg and the symptom of a much deeper malaise. What is at issue is your refusal to value your gifts and the contribution you are able to make to society at large. If you're in a quandary, take stock, seek advice and start afresh. """;
"40,03-06-2021,SCORPIO,"" This is a time to stand up for yourself and let others see just how strong-willed and self-sufficient you really are. Yet if partners seem hell-bent on a collision course, please do your best to avert a clash. There is so much you can do to defuse tension behind the scenes. """;
"41,03-06-2021,SAGITTARIUS,"" In view of an impending planetary opposition you must not enter into new financial arrangements without taking expert or legal advice. Yet with a sound and well-thought-out approach you may do much better than expected. In fact, I think you're about to hit the jackpot. """;
"42,03-06-2021,CAPRICORN,"" You will probably have little difficulty convincing close companions that certain alterations will be to everyone's advantage. After all this time some degree of success is unavoidable, if only because there is certain inevitability about your current path. """;
"43,03-06-2021,AQUARIUS,"" Having experienced just how thoughtless and intransigent certain people can be, you must now find new ways to shift the ground in your favour. However, there is little to be gained from forcing the issues, so I suggest you continue on a generous, tolerant and flexible, ready-for-anything path. """;
"44,02-06-2021,ARIES,"" Someone still appears to imagine that you will give way over a financial matter, yet colleagues may yet have the ground swept from under them. However, you must move forward in concert with your sympathisers. If you break ranks now you'll expose all your weaknesses. """;
"45,02-06-2021,TAURUS,"" Mercury is still on your side, and news received during the coming week should both gladden your heart and make it clear that your instincts and intuitions have been right all along. The point is that you seem to have all the best ideas, but you still have to persuade other people of that fact! """;
"46,02-06-2021,GEMINI,"" There is so much going on behind the scenes at work that it is difficult or even impossible to gauge the outcome of current developments. Put personal qualms to one side, press ahead with confidence and put the priority on completing unfinished emotional business. """;
"47,02-06-2021,CANCER,"" Mars is preparing to take a more active role in your life and you will very soon have an undisputed opportunity to make your position clear. You must be ready to speak and act in no uncertain terms. After all, I know you're sensitive, but you're also quite capable of being as tough as anyone else when necessary. """;
"48,02-06-2021,LEO,"" Three planets, glistening away in the angles of your chart responsible for your career and professional hopes, leave you in no doubt that this is the time to push yourself forward. Pull every string possible to ensure that you are taken much more seriously. """;
"49,02-06-2021,VIRGO,"" Aside from current issues, there are pastures new waiting to be discovered and enjoyed if you are willing to make the right moves. Yet, for the next few days, travel plans must be open to fresh scrutiny, mainly because circumstances are about to change. """;
"50,02-06-2021,LIBRA,"" You must soon make a choice as to whether you will continue on your old course and maintain your existing lifestyle, or change direction completely. The pressure to alter your ways is still slight, but will intensify rapidly before long. In the meantime, have a breather! """;
"51,02-06-2021,SCORPIO,"" There are ample indications that this can be a time of exploration, discovery and personal fulfilment for you. Partners will be more inclined to recognise your many gifts and abundant good points than in the past. And that has to be good news! """;
"52,02-06-2021,SAGITTARIUS,"" There are some signs that the tide of fortune is about to turn in your favour. It is likely that, initially, you may experience little more than a reduction of pressure, but even this will be sufficient to open a window of opportunity into a new emotional life. """;
"53,02-06-2021,CAPRICORN,"" One way or another you will have to alter your approach to career and personal interests. Be warned that niggling irritations could blow up unexpectedly - unless you deal with causes of discontent now. And, while you're at it, you'll turn a cash crisis to your advantage. """;
54,02-06-2021,AQUARIUS, There is every reason to hope that current developments in your private life will give you the courage and confidence to implement wide-ranging and sweeping improvements in your professional affairs. One thing is certain - that a long process of personal change is only just beginning. ;
"55,01-06-2021,ARIES,"" As always, honesty is the best policy, even though Mars' energetic movements may encourage you to cut corners. Plus, it may not be easy to put everything important into words. Prepare now for impending domestic improvements, and win partners to your point of view. """;
"56,01-06-2021,TAURUS,"" The Sun, Mercury and Venus are powerful allies and I honestly doubt if there is anyone who can get the better of you. Coast along on the crest of an optimistic wave and do not be drawn into emotional complications. Remember, you're on public view at the moment. """;
"57,01-06-2021,GEMINI,"" You must realise that fear of failure is frequently the result of disapproval from parents or teachers when you were young. Such attitudes have entered your unconscious and now emerge as self-doubt. Do not let these vague, half-defined fears hold you back. """;
"58,01-06-2021,CANCER,"" A group of planets pressuring the social areas of your horoscope suggest that one way or another you are about to be surprised and delighted by an unexpected encounter, possibly by a welcome twist of fate. Keep an eye on cash commitments or you'll end up paying more than your fair share. """;
"59,01-06-2021,LEO,"" There is much that you can do to put other people in their place, especially at work. However, more important than what partners are up to, is how you handle the increasing and contradictory demands being put on your time by home commitments. Listen to older relations";" they seem to have the best advice. """
"60,01-06-2021,VIRGO,"" Lightning never strikes twice in the same place, or so they say. This old adage is about to be proved right when a threatened emotional confrontation affects a partner, leaving you in the clear. All we can say is, you must have done something right! """;
"61,01-06-2021,LIBRA,"" In domestic matters you should now be devoting all your time and energy to what is new, experimental and different. Trust your instincts and don't be slow to look to your own experience for inspiration. At home, children need nothing less than one hundred percent attention, so you'd better start rearranging your hours! """;
"62,01-06-2021,SCORPIO,"" The burning question now is how you can make the most of partners' clearly favourable attitudes and good fortune without throwing your own proposals away. Just look and listen for a while and the way forward will become clear, even though it may be another four months before you are completely certain. """;
"63,01-06-2021,SAGITTARIUS,"" What transpires now must not induce you to permit those who are less gifted, talented or experienced than you to dominate your progress. Yet it is probably more important to give than receive, and there may be nothing to lose by taking second place for the moment. """;
"64,01-06-2021,CAPRICORN,"" Now that a number of planets have changed direction, you may begin to feel as if you are fighting an uphill battle and may not be sure who to turn to. There might be something to be said for putting important plans on hold, but not until you have made your feelings clear. """;
"65,01-06-2021,AQUARIUS,"" Be positive and face awkward situations head-on. Only when grumbles and discontent at home have been dealt with, will you be free to make much-needed improvements. However trivial the events you're experiencing, please remember that your life is currently turning a very major corner. """;
"66,31-05-2021,ARIES,"" Whatever partners may say, there seems little danger that you will become too demanding in your approach. Professional efforts and expertise will soon begin to pay off in increased earnings, but only once partners have settled down. A younger relation may have the best advice, so listen carefully and learn well. """;
"67,31-05-2021,TAURUS,"" You should no longer need to distance yourself from situations which have churned up your emotions or made you feel victimised. Extraordinarily ambitious aspects will give you a fresh and exciting attitude, but naturally are likely to bring extra commitments, so get ready! """;
"68,31-05-2021,GEMINI,"" You must be prepared to take a more relaxed attitude to matrimonial and private affairs. It is important that you follow your dreams";" do not give too much weight to practical concerns, but give proper moral consideration to all difficult questions. """
"69,31-05-2021,CANCER,"" You are coping well with partnerships, including relationships with colleagues at work, when all is said and done. Take encouragement from the fact that disturbing and perhaps underhand events have almost run their course, and don't shrink from facing up to the past at home. """;
"70,31-05-2021,LEO,"" The important thing is to remember that while one line of development in career matters is now well under way, another is only just beginning to move. The situation is quite complicated, yet definitely favourable. You just have to recognise that partners hold the trump cards. """;
"71,31-05-2021,VIRGO,"" Close companions are ready to move forward, but it is up to you to give your approval - together with assurances that you are ready to offer a practical hand. Your ideas will be welcomed if you put them over with style - and a willingness to take a totally new approach. """;
"72,31-05-2021,LIBRA,"" So much appears to have changed in your innermost thoughts and emotions that you may be quite justified in feeling slightly disorientated. However, now you must concentrate on matters in hand, such as financial arrangements and sorting out your investments or savings. """;
"73,31-05-2021,SCORPIO,"" In some senses, current planetary aspects are sufficient to try the patience of a saint, and you may have to put up with other people who think they know it all. However, once you talk about contentious issues, you'll be surprised how quickly an amicable agreement is reached. """;
"74,31-05-2021,SAGITTARIUS,"" It's because Jupiter is still occupying a dominant position that you believe others have the right to make you accept whatever they offer. Yet you may still question their terms without fear of being thought ungrateful. In other words, don't take whatever you're offered just because it's there. """;
"75,31-05-2021,CAPRICORN,"" Your planets are encouraging you to make a few bold moves and decisions, instead of waiting for others to make their intentions plain. Remember that love is a more powerful motivation than self-interest, so give first and you'll receive later. """;
"76,31-05-2021,AQUARIUS,"" Jan. 21 - Feb. 19) Play for time if you feel ill-at-ease or unhappy about an offer. Pluto is warning you that, even though favourable conditions seem set to continue, anything which affects your deepest emotional security must be handled with your usual sensitivity. """;
"77,30-05-2021,ARIES,"" It's a mixed week, and you should be prepared for each day to take you on a new path. Although immediate concerns seem to be based around minor money and financial issues, a major opportunity is in the offing, one which could have a dramatic effect on your status and security for years to come. """;
"78,30-05-2021,TAURUS,"" Your stars maintain a generally positive outlook, and in many respects your task is clear: somehow you must combine a willingness to seize any and every opportunity with a realisation that you should keep your feet firmly on the ground. """;
"79,30-05-2021,GEMINI,"" It is surely time both to ask for advice, and to listen to what you are told! You may be too proud to do that, but try to see that the current situation is not one where it counts who wins and who loses. Rather, it's all a matter of doing what is best for now. """;
"80,30-05-2021,CANCER,"" It is time to be open, frank and honest, and now is not the moment to hold back if there are important things to be said, perhaps about problems which have been simmering away beneath the surface for too long. The chances for agreement are excellent, by the way, so be sure to find common ground whenever you can. """;
"81,30-05-2021,LEO,"" Serious Saturnine alignments indicate that your stars couldn't be better for sensible and constructive social progress, whether you're bringing imaginative schemes to a routine close or planning a major advance in your long-term ambitions. """;
"82,30-05-2021,VIRGO,"" It is time to broaden your horizons. You may continue to follow an adventurous path, taking the line of least resistance where necessary. There is little point in being hard on yourself, and you should learn to accept compliments and offers of help with good grace. """;
"83,30-05-2021,LIBRA,"" It's a strange time to be sure, and you may be weary of the responsibilities you're burdened with and the people who pester you. Yet, there is neither change nor progress without hard work. The kind of challenges you will face are from partners and loved ones who only have your best interests at heart. """;
"84,30-05-2021,SCORPIO,"" Most people are on your side, but some may not agree with your ideas. Those friends and companions who habitually oppose your plans may be a source of irritation, yet they will have a positive influence on your life if they force you to look at your activities in a fresh light. """;
"85,30-05-2021,SAGITTARIUS,"" Your planets are certainly changeable. In general, your mornings seem to be more optimistic than your afternoons, so you should always hatch your plans early on in the day and ask for help as soon as you possibly can. Above all, pay attention to partners' little qualms and queries. """;
"86,30-05-2021,CAPRICORN,"" Please keep an eye open for any legal or ethical complications. Such minor glitches are easily avoided, and should be simply dealt with if they do arise. It's all a question of maximising your potential by steering clear of hidden pitfalls. """;
"87,30-05-2021,AQUARIUS,"" As you know well enough, a positive outcome always depends on your readiness to take the initiative. Frustration regarding your domestic situation may now be eased by taking active steps to make whatever improvements are necessary, from minor adjustments to a move of home. Family relationships must also be taken into account. """;
88,28-05-2021,ARIES, The Moon reaches a climax in its cycle in relation to a deeply emotional region of your chart. But what happens next is anyone's guess. That's partly because while it is easy to forecast rising tension nobody can predict exactly how you will respond. All I'd say is: at all times keep at least one foot where it's supposed to be - on the ground. ;
"89,28-05-2021,TAURUS,"" You are undoubtedly ready to make your move. But I think that's because you're already sensing possibilities which might not arrive until tomorrow. Today favours open horizons and far-sighted approaches to narrow-minded people, but you might be best off leaving the cutting edge to those who really know what's happening. """;
"90,28-05-2021,GEMINI,"" There is so much to learn from your current situation. Even minor, trivial day-to-day events can possess a much deeper significance";" but even if you don't 'get it' straight away, you'll have another chance next month - and the month after that! """
"91,28-05-2021,CANCER,"" What's bugging you? Could it be the feeling that you're not getting anywhere? Or that someone has let you down? In either case it looks as if you're about to feel a whole lot better, but only if you link up with partners and allow them to take the lead. You absolutely have to extend the hand of friendship to friends and rivals alike. """;
"92,28-05-2021,LEO,"" Both today's leading planetary aspects are imaginative, even a little mystical in tone. How can you benefit from this? For a start, you can listen to your dreams. And if you can't remember your dreams, listen to your day-dreams. They're not all complete nonsense, and there may be pointers to the solution of a genuine problem. """;
"93,28-05-2021,VIRGO,"" I think you deserve a jolly good holiday. You're a workaholic by nature, so you always have work to squeeze in some spare time, but perhaps I could plead with you to go easy on yourself and have as much time off as you can. Your financial fortunes are about to change, with adjustments expected both in your income and spending. """;
"94,28-05-2021,LIBRA,"" If I advise you to pause for thought, it's because your planets are urging you to rush ahead. You could be increasingly impatient, but your circumstances are changing - and that's why you will have to consider every step with due care and attention. And, at work, it's who you know - and how you get on with them - that counts. """;
"95,28-05-2021,SCORPIO,"" There's one of those Sun-Moon alignments today which stirs up emotions and creates excitement. You'll probably have some financial loose ends to sort out, but you'll soon realise that an issue which was bugging you wasn't so important after all. Remember - your emotional stars are still beneficial, and that should reinforce your romantic confidence. """;
96,28-05-2021,SAGITTARIUS, Today's situation is somewhat unusual. It's the second time this year that you've faced a challenge between the Sun and the Moon in your sign and you may have a sense of dejà vu - as if you've been here before. The only difference is that this time around you have the chance to actually do something about it! ;
"97,28-05-2021,CAPRICORN,"" You may be a bit unsteady on your feet, emotionally speaking, but that's quite natural. After all, the Sun and the Moon are facing each other down in somewhat sensitive regions of your chart. Perhaps it's an ideal moment to carry on with private matters, which don't involve other people, but which mean a great deal to you. """;
"98,28-05-2021,AQUARIUS,"" You're in an excellent position socially, even though some friends may be in an unpredictable mood. Still, just because they don't always see eye-to-eye, that's no reason why you should take it on yourself to bring order to chaos. A relationship could still be hard work, but then, the more effort you put into it the better your rewards. """;
"99,27-05-2021,ARIES,"" If we look at your key celestial indications today, then adventure and independence are pretty strong. That all adds up to a moment when you can lift your sights to higher things, to elevate your ambitions and pursue your grand vision of the way life could be. All you have to do is refuse to give in to rash impulses. """;
"100,27-05-2021,TAURUS,"" Would it motivate you if cash bonuses were on the cards? Or would it matter to you if your costs were increasing? These are the sort of questions you're facing over the next couple of days. Just remember though - in relationships, you have to keep talking";" why not tell someone how you really feel about them? """
"101,27-05-2021,GEMINI,"" There's a conservative feel in the air today, as if you are tied to the feelings and emotions of the past. The people you'll hang out with could be older or more experienced but, also, if you've got the freedom bug, probably those you blame for holding you back. After all, there have been occasions on which you have yourself turned down intriguing offers. """;
"102,27-05-2021,CANCER,"" Venus, the most gracious of planets, and Saturn, the most stern of the celestial bodies, are in a state of some disagreement. There are two choices: either you will discipline yourself, or someone else will do it for you. I'd say it would be best if you take the first steps when you are good and ready! """;
"103,27-05-2021,LEO,"" You have reason to become confident, buoyant and often bubbly. But, and this is a big ‘but', circumstances imposed on you by other people may force you to stay your hand, contain your feelings and take a mature and responsible course when your instincts are urging you to break out and have a wild time. You've got a delicate balancing act to follow. """;
"104,27-05-2021,VIRGO,"" Most of you have already put old problems and battles behind you, but the planets still have to draw a final curtain over the past. That is what they are now doing - today and tomorrow. After this your sign will be strangely free from planetary pressures, and you will be released from certain bonds. """;
"105,27-05-2021,LIBRA,"" A new cycle begins over the next forty-eight hours, so many of you may feel a sudden increase in energy. It may feel as if you're on a jet accelerating to take-off - or a space-shuttle leaving earth's orbit. But don't fall into the trap of imagining that it's other people who are holding you back when all they've done is try to give good advice. """;
"106,27-05-2021,SCORPIO,"" Time to take a look at your cash situation. The Moon advises you to make family finances your top priority, and other planets confirm that joint finances are the most important. You might be dependent on partners to make the first move, but then they will benefit enormously from your ideas - so speak up! """;
"107,27-05-2021,SAGITTARIUS,"" You're top of the pile today. Your sign has the strongest planets and that's a fair enough indication that you'll have the advantage in most situations. It's not that you're any better than other people, just that, somehow, the celestial spotlight is on you. That's why you carry such a responsibility! """;
"108,27-05-2021,CAPRICORN,"" Listen to your dreams. It seems as if a passing fantasy or day-dream could contain the seeds of a very positive path forward. It's probably not a good day for rushing into new initiatives, though, partly because you could see a pronounced shift in circumstances over the next two weeks. """;
"109,27-05-2021,AQUARIUS,"" A significantly-situated Moon pushes domestic matters up your agenda. This is your chance to take control and insist that whatever happens is for everyone's benefit, remembering that you also need to share any good-fortune with family members. In addition, there may be a strange tie-up between personal and professional commitments. """;
"110,26-05-2021,ARIES,"" Your mood lightens, but perhaps not until late in the day. That's OK, though, for you have to try to see how those waves of intense feeling can be of use to you. For starters they will help you understand just how other people feel, and that has to be a good thing. Just remember that today is a moment to stick to the facts - as closely as you can. """;
111,26-05-2021,TAURUS, If other people are getting on your nerves then the end is in sight - or at least a temporary respite; it all depends how deep your irritation goes. You can probably do yourself a great deal of good by letting partners do whatever they must while keeping your distance. You are entitled to defend yourself in any appropriate manner. 
"112,26-05-2021,GEMINI,"" There's a wonderful song with the words in which the singer tells how he can see clearly now that the rain has gone. That's a little like the feelings you could experience today, now that the Moon is taking up an entirely more open and honest position. My first and major piece of advice would be to listen to partners' words and give them the space they need. """;
"113,26-05-2021,CANCER,"" Time for some of your sensible thoughts, I think. You're still inclined to worry about nothing, so why not sit down, make out a list of your doubts and questions, with their possible solutions and answers, and try to figure out what you can actually do. And, remember, with Venus positively placed, there is always help and support should you need it. """;
"114,26-05-2021,LEO,"" In common with several other signs, you'll experience a lightening of your state of mind today, although the timing will be different for each one of you. The planetary system shifts towards increasing adventurousness, and you'll re- discover the courage to pursue some of your more creative goals, including, for some of you, a romantic tryst. """;
"115,26-05-2021,VIRGO,"" If it's love you're interested in today brings one of those delicate, inspired and beautiful planetary alignments that could see enlightened, inventive and creative new feelings. And that points to the chance of a delightful personal encounter. It's also great, by the way, for all artistic types. """;
"116,26-05-2021,LIBRA,"" You're still a little bit cagey, unsure of whom you can confide in. But, then, you're probably right to be defensive - at least until you know exactly what's going on. By late today you'll have a much better idea of where you stand, and you'll be confident enough to state your case. That looks like good news to me, just as long as you stick to the point! """;
"117,26-05-2021,SCORPIO,"" Mars, your planetary ruler, is on fine form today, hooking up with Venusian elements in your chart. In simple terms, this means that there is room for passion and pleasure. Really, it all depends whether you have truly tied up all loose ends dating back over the last six months. If you haven't, you still might not have much time off. """;
"118,26-05-2021,SAGITTARIUS,"" Venus and Saturn are a wonderful pair of planets, encouraging conventional relationships and conservative lifestyles. I guess the question is whether this suits you - or not! It all depends how patient you are. Can you wait until tomorrow? The best advice is probably to do so - or even to wait until next week. """;
"119,26-05-2021,CAPRICORN,"" Your planetary ruler, Saturn, has a serious, sober reputation. It's making a neat alignment today, one which gets you thinking. First of all, you'll gather the information, then you'll face the facts. Lastly, you'll take a considered judgment. At least, that's the best possible outcome! """;
"120,26-05-2021,AQUARIUS,"" You're never that comfortable when feelings are intense, so you could be relieved as the hours pass and emotions lighten. Mind you, it's not a day to break ranks. I'd say that you'll do well if you pause for thought, put your fantasies to one side and take a long, hard, serious look at all important invitations. """;
"121,25-05-2021,ARIES,"" Everything hinges around your ability to do business. To follow the money metaphor through, you'll also be counting the cost of an emotional entanglement. But whether the price is worth paying is something only you can decide. Ultimately your decision must be based as much on what partners need as on what you want. """;
"122,25-05-2021,TAURUS,"" Partners won't have everything their own way";" in spite of appearances they never really do. But they do seem to hold the key, and there are times when they speak, you have to jump. Or, of course, you can always go into one of your famous obstinate moods - and completely ignore them! """
"123,25-05-2021,GEMINI,"" The days pass, your emotions change, and it seems that today you'll be even more emotional. A chance, perhaps, for you to get in touch with all those deep feelings you've bottled up for too long. Domestic circumstances are changing, and I hope that by this time next week the stress level will have dipped noticeably. """;
"124,25-05-2021,CANCER,"" You're such a worrier. But then you know that already. After all, that's one of the building blocks of your astrological character. Just at the moment I'd say that what you have to do now is sort out which of your doubts is genuine, and which is no more than a mirage in your mind. """;
"125,25-05-2021,LEO,"" Your weekly horoscope is one of diversity and choice, so you can pick your own direction, and devise your personal strategy. Yet, your daily chart raises intense emotions, and puts the focus firmly on home affairs and family relationships. Tackle domestic issues and it looks as if other blockages will then begin to shift. """;
"126,25-05-2021,VIRGO,"" You're coming to the end of a six-month period of planetary stress. It's been slightly different for each one of you, for no Virgo is exactly the same as any other. That's obvious! But what you share is your tendency to worry about nothing - but that's about to change. You'll soon wonder what you were ever concerned about! """;
"127,25-05-2021,LIBRA,"" It's time to move on. You may have got the feeling that life would never change, that the same people would be around for ever, or that the future was set in stone. If so, you forgot the fundamental law of the astrological universe - that all things must pass. And that's precisely why you can now make a fresh start. """;
"128,25-05-2021,SCORPIO,"" You're in a strong position today. Sure, you could be a little emotional but, as long as you direct your feelings in a positive direction, you'll be able to spread your share of love and light. Funnily enough, today's planets also favour everyone messing about on boats. """;
"129,25-05-2021,SAGITTARIUS,"" You're bound to be slightly uncertain, but then I think that's precisely why you're in such a powerful position";" inconsistency can be a virtue! You'll be able to make the most of mysterious developments, especially ones which come loaded with deep significance and symbolic meaning! Don't rush it, though. """
